customer_id,total_spend,avg_spend,total_bookings,avg_rating,total_cancellation,recency_days,churn,churn_probability
2381,0,,0,4.55,0,8,0,0.01
2382,50,50,1,5,0,239,1,0.99
2383,1500,1500,1,2.5,0,30,0,0.01
2384,552,276,2,4.166666667,0,69,0,0
2385,0,,0,2.8,0,75,0,0
2386,108,108,1,3.1,0,227,1,1
2387,1949,649.6666667,3,3.5,0,28,0,0
2388,898,449,2,4.55,0,136,1,1
2389,207,103.5,2,4.033333333,0,200,1,1
2390,5148,1287,4,4.333333333,0,92,1,0.94
2391,257,257,1,3.9,0,270,1,1
2392,968,484,2,4.033333333,0,125,1,1
2394,189,189,1,3.825,0,9,0,0.01
2395,799,799,1,2.8,0,300,1,1
2396,279,279,1,3.9,0,37,0,0
2397,0,,0,4.9,0,257,1,1
2398,1318,659,2,2.85,0,137,1,0.99
2399,100,100,1,3.3,0,175,1,1
2400,750,750,1,2.7,0,174,1,1
2401,1574,524.6666667,3,3.833333333,0,25,0,0
2402,350,350,1,3,0,255,1,1
2403,4610,2305,2,4.266666667,0,126,1,1
2404,749,749,1,3.7,0,104,1,1
2408,200,200,1,3.7,0,7,0,0
2409,2059,686.3333333,3,3.725,0,96,1,1
2410,59,59,1,3.9,0,46,0,0.01
2411,1198,399.3333333,3,3.933333333,0,90,0,0
2413,59,59,1,4.45,0,10,0,0.01
2414,1199,1199,1,4.1,0,322,1,1
2415,877,219.25,4,4,0,64,0,0
2416,924,308,3,3.333333333,0,13,0,0
2417,500,500,1,4.5,0,144,1,1
2418,858,429,2,3.85,0,199,1,1
2422,597,298.5,2,3.3,0,46,0,0
2423,518,259,2,3.55,0,17,0,0
2424,1179,393,3,3.525,0,72,0,0.01
2427,750,750,1,3.6,0,91,1,0.99
2428,1006,335.3333333,3,3.233333333,0,109,1,0.98
2429,0,,0,4.9,0,236,1,1
2430,756,378,2,3.6,0,257,1,1
2431,137,137,1,3.5,0,17,0,0
2432,97,97,1,3.3,0,66,0,0.02
2433,228,114,2,4.45,0,171,1,1
2434,2007,1003.5,2,3.75,0,6,0,0
2435,2098,1049,2,3.033333333,0,30,0,0
2436,0,,0,4.8,0,293,1,1
2437,0,,0,4,0,33,0,0
2438,419,419,1,4,0,355,1,1
2439,627,156.75,4,4.175,0,78,0,0
2440,318,106,3,3.7,0,72,0,0
2441,89,89,1,3,0,37,0,0.01
2442,179,179,1,3.05,0,136,1,1
2443,1778,592.6666667,3,3.166666667,0,48,0,0
2444,487,162.3333333,3,4.366666667,0,62,0,0
2445,298,149,2,3.166666667,0,31,0,0
2446,0,,0,3.3,0,254,1,1
2447,4258,851.6,5,3.9,0,83,0,0
2448,50,50,1,3.7,0,2,0,0
2449,2341,468.2,5,3.583333333,0,4,0,0
2450,628,314,2,3.9,0,107,1,1
2452,99,99,1,4.3,0,213,1,1
2453,369,369,1,4.6,0,104,1,1
2455,319,319,1,3.7,0,304,1,1
2456,13500,6750,2,2.85,0,95,1,0.98
2457,1068,534,2,4.75,0,208,1,0.98
2458,648,324,2,3.533333333,0,180,1,1
2459,217,108.5,2,3.733333333,0,21,0,0.01
2460,2598,1299,2,4.166666667,0,13,0,0
2461,198,99,2,3.32,0,90,0,0.04
2462,607,303.5,2,3.375,0,61,0,0
2463,448,224,2,3.9,0,239,1,1
2464,1185,296.25,4,3.65,0,152,1,1
2465,4500,4500,1,2.6,0,221,1,0.98
2466,798,399,2,3.9,0,23,0,0
2468,89,89,1,4.6,0,161,1,1
2469,9200,9200,1,3.3,0,32,0,0
2470,599,599,1,2.6,0,184,1,1
2471,4398,1466,3,3.725,0,142,1,0.99
2472,169,169,1,3.6,0,81,0,0.01
2473,2156,359.3333333,6,4.083333333,0,142,1,0.97
2474,718,239.3333333,3,4.066666667,0,2,0,0
2475,825,412.5,2,3.233333333,0,137,1,1
2476,119,119,1,4.1,0,113,1,1
2477,299,299,1,3.6,0,85,0,0
2478,649,649,1,3.225,0,23,0,0
2479,209,69.66666667,3,3.933333333,0,145,1,0.97
2481,199,99.5,2,3.4,0,179,1,1
2482,1247,415.6666667,3,3.3,0,36,0,0
2484,7559,3779.5,2,4.05,0,123,1,0.99
2485,827,275.6666667,3,3.766666667,0,109,1,0.99
2486,586,293,2,3.566666667,0,124,1,1
2489,1649,824.5,2,3.9,0,56,0,0
2490,8247,2749,3,3.866666667,0,152,1,0.99
2491,3500,3500,1,2.7,0,210,1,1
2492,11497,2299.4,5,4.04,0,40,0,0
2493,159,159,1,2.9,0,165,1,0.99
2494,1849,924.5,2,3.533333333,0,95,1,0.98
2495,499,249.5,2,4.433333333,0,124,1,0.99
2496,4918,1229.5,4,2.85,0,72,0,0
2497,0,,0,3.766666667,0,137,1,1
2498,50,50,1,4.3,0,55,0,0.01
2499,0,,0,3,0,55,0,0
2500,419,139.6666667,3,3.6,0,105,1,1
2502,499,499,1,3.8,0,20,0,0
2503,2074,691.3333333,3,3.366666667,0,105,1,1
2504,1500,1500,1,3.7,0,119,1,1
2505,100,100,1,3.5,0,319,1,1
2506,385,192.5,2,3.9,0,223,1,1
2508,1599,799.5,2,2.9,0,151,1,1
2510,499,499,1,4.1,0,32,0,0
2511,50,50,1,3.3,0,220,1,1
2515,50,50,1,3.8,0,306,1,1
2516,358,179,2,3.4,0,40,0,0
2517,2117,705.6666667,3,4.433333333,0,53,0,0
2518,799,799,1,2.85,0,195,1,1
2519,12800,4266.666667,3,3.366666667,0,41,0,0.03
2520,317,158.5,2,3.833333333,0,174,1,1
2521,219,219,1,3,0,136,1,1
2522,789,263,3,3.85,0,13,0,0
2523,998,499,2,3.725,0,199,1,0.99
2524,316,158,2,3.2,0,106,1,0.99
2525,529,264.5,2,3.85,0,38,0,0
2526,279,139.5,2,3.766666667,0,138,1,1
2527,9200,9200,1,4.9,0,190,1,0.99
2528,0,,0,2.966666667,0,50,0,0
2529,2874,958,3,3.3,0,36,0,0
2530,637,212.3333333,3,4.033333333,0,40,0,0
2531,2697,899,3,3.466666667,0,158,1,1
2532,219,219,1,3.4,0,207,1,1
2534,544,181.3333333,3,3.525,0,97,1,0.99
2535,0,,0,4.8,0,104,1,1
2537,319,319,1,3.8,0,96,1,0.99
2538,1146,382,3,2.866666667,0,33,0,0
2539,899,899,1,4.6,0,329,1,1
2540,1018,509,2,3.8,0,15,0,0
2541,0,,0,4.3,0,151,1,1
2542,100,100,1,4.5,0,221,1,1
2544,169,169,1,2.6,0,339,1,0.97
2546,1044,348,3,3.675,0,110,1,0.99
2547,609,304.5,2,3.4,0,213,1,1
2548,119,119,1,3.6,0,59,0,0
2549,2068,1034,2,4.266666667,0,94,1,1
2551,1817,605.6666667,3,3.133333333,0,32,0,0
2552,0,,0,3.15,0,102,1,1
2553,4169,2084.5,2,4.766666667,0,123,1,0.99
2555,738,369,2,3.35,0,173,1,1
2556,399,399,1,3.15,0,69,0,0.02
2559,399,399,1,3.9,0,292,1,1
2560,1078,359.3333333,3,3.475,0,148,1,1
2561,1899,1899,1,4.9,0,92,1,0.99
2562,269,269,1,2.9,0,33,0,0
2563,449,449,1,3.9,0,244,1,1
2564,2018,1009,2,4,0,43,0,0.01
2565,317,158.5,2,3.9,0,138,1,1
2567,249,249,1,3.94,0,45,0,0
2568,449,449,1,3.8,0,78,0,0
2570,2200,2200,1,3.75,0,50,0,0
2571,658,219.3333333,3,4.033333333,0,33,0,0
2572,1047,349,3,3.38,0,111,1,1
2573,2373,395.5,6,4.171428571,0,103,1,0.94
2574,977,325.6666667,3,3.62,0,66,0,0
2575,1200,1200,1,2.7,0,231,1,1
2576,50,50,1,4.133333333,0,110,1,0.99
2577,2103,525.75,4,3.625,0,72,0,0
2579,2825,706.25,4,3.45,0,13,0,0
2580,0,,0,2.7,0,85,0,0
2581,568,284,2,3.875,0,12,0,0
2582,1500,1500,1,2.95,0,172,1,1
2583,500,500,1,2.9,0,237,1,1
2584,124,124,1,3.7,0,354,1,1
2585,4806,1602,3,3.375,0,28,0,0
2587,286,95.33333333,3,3.266666667,0,1,0,0
2588,0,,0,3.7,0,219,1,1
2589,449,449,1,4.566666667,0,77,0,0.01
2590,10619,3539.666667,3,3.35,0,55,0,0.02
2591,289,144.5,2,4.233333333,0,130,1,0.99
2592,799,799,1,3,0,43,0,0
2594,389,194.5,2,3.7,0,39,0,0
2595,2200,2200,1,5,0,67,0,0.02
2596,2068,1034,2,3.6,0,198,1,1
2597,2349,783,3,4.15,0,20,0,0
2598,149,149,1,4.3,0,64,0,0.01
2599,0,,0,4.1,0,120,1,1
2600,169,169,1,4.8,0,52,0,0
2601,2500,2500,1,4.75,0,4,0,0
2602,229,114.5,2,4.1,0,33,0,0
2603,5652,1413,4,3.983333333,0,61,0,0.01
2604,119,119,1,2.6,0,278,1,1
2605,389,194.5,2,4.2,0,182,1,1
2607,4319,2159.5,2,4.2,0,280,1,1
2608,279,279,1,3.7,0,73,0,0
2609,2098,1049,2,3.3,0,185,1,1
2610,129,129,1,3.75,0,241,1,0.99
2611,110,110,1,4.8,0,110,1,1
2612,0,,0,2.5,0,352,1,1
2613,2500,2500,1,3,0,11,0,0
2614,0,,0,3.8,0,11,0,0
2617,449,449,1,4,0,241,1,1
2619,2523,630.75,4,3.78,0,28,0,0.01
2620,99,99,1,3.1,0,239,1,1
2621,6000,6000,1,3.05,0,107,1,0.95
2622,399,199.5,2,3.35,0,142,1,1
2624,359,179.5,2,5,0,66,0,0.01
2625,975,325,3,3.766666667,0,6,0,0
2626,429,429,1,3.2,0,364,1,0.98
2627,699,699,1,3.9,0,49,0,0
2628,1549,774.5,2,4.2,0,258,1,1
2629,8023,1337.166667,6,3.285714286,0,83,0,0
2630,1497,299.4,5,3.9,0,122,1,0.97
2631,0,,0,4.066666667,0,29,0,0
2633,9200,9200,1,4.1,0,71,0,0.01
2634,319,319,1,3.9,0,329,1,1
2635,3377,844.25,4,3.4,0,70,0,0.01
2636,1555,259.1666667,6,3.614285714,0,63,0,0
2637,269,269,1,4.25,0,319,1,1
2638,9308,4654,2,2.966666667,0,164,1,0.97
2639,239,119.5,2,2.95,0,358,1,1
2640,319,159.5,2,3.35,0,86,0,0
2641,675,225,3,3.7,0,26,0,0
2642,399,133,3,3.575,0,9,0,0.01
2643,0,,0,3.6,0,295,1,1
2644,113,113,1,3.25,0,182,1,1
2645,1898,949,2,3.6,0,210,1,1
2646,499,499,1,4.166666667,0,139,1,1
2647,669,334.5,2,3.1,0,121,1,0.99
2648,327,163.5,2,4.85,0,256,1,1
2649,298,149,2,3.85,0,73,0,0
2651,0,,0,3.2,0,8,0,0
2652,179,179,1,3.4,0,124,1,1
2653,76,76,1,4.5,0,361,1,1
2654,1178,392.6666667,3,3.566666667,0,117,1,0.99
2655,469,234.5,2,4.3,0,76,0,0
2656,1509,1509,1,3.45,0,101,1,1
2657,269,269,1,3.1,0,181,1,1
2658,450,225,2,3.4,0,59,0,0
2659,999,999,1,3.3,0,29,0,0
2660,0,,0,4.7,0,125,1,1
2661,2529,843,3,2.6,0,214,1,1
2663,1048,524,2,3.85,0,145,1,1
2664,4299,2149.5,2,3.25,0,44,0,0
2666,110,110,1,4,0,282,1,1
2667,279,279,1,4.3,0,164,1,1
2668,2407,601.75,4,3.675,0,69,0,0
2669,0,,0,2.7,0,236,1,1
2671,649,649,1,2.9,0,242,1,1
2673,2925,731.25,4,3.9,0,90,0,0.05
2674,1699,1699,1,3.35,0,84,0,0
2675,3610,1805,2,4.6,0,7,0,0.01
2676,1257,314.25,4,3.5,0,24,0,0
2677,79,79,1,3.75,0,239,1,1
2678,2628,876,3,3.4,0,20,0,0
2679,1349,674.5,2,4.25,0,31,0,0
2680,799,399.5,2,3.533333333,0,65,0,0
2681,1398,699,2,3.86,0,31,0,0
2682,1674,334.8,5,4.16,0,128,1,0.98
2683,339,113,3,4.05,0,89,0,0.05
2684,159,159,1,4.5,0,345,1,1
2685,6500,6500,1,2.7,0,22,0,0.01
2686,1599,799.5,2,3.566666667,0,45,0,0
2687,1476,369,4,3.62,0,214,1,1
2688,750,750,1,3.05,0,196,1,1
2689,0,,0,5,0,259,1,1
2690,0,,0,3.85,0,19,0,0
2691,0,,0,4.4,0,233,1,1
2692,4000,4000,1,4.466666667,0,34,0,0.01
2693,1267,422.3333333,3,4.1,0,54,0,0
2694,0,,0,3.1,0,30,0,0
2695,579,289.5,2,3.266666667,0,133,1,1
2696,749,749,1,3.15,0,91,1,1
2697,748,374,2,3.75,0,136,1,1
2698,568,189.3333333,3,4.22,0,18,0,0
2699,119,119,1,3.2,0,296,1,1
2700,1068,534,2,3.6,0,140,1,1
2701,1500,1500,1,3.866666667,0,50,0,0
2702,1849,924.5,2,2.7,0,293,1,1
2704,4299,1433,3,3.9,0,244,1,0.99
2705,480,240,2,3.333333333,0,240,1,1
2706,1178,589,2,3.05,0,118,1,1
2707,449,449,1,4.2,0,186,1,1
2708,618,309,2,3.525,0,183,1,1
2709,2250,1125,2,3.05,0,78,0,0
2710,2267,755.6666667,3,3.9,0,151,1,1
2711,2700,2700,1,3.066666667,0,87,0,0.01
2712,6206,3103,2,3.8,0,31,0,0.01
2713,1500,1500,1,3.9,0,136,1,1
2714,279,139.5,2,4.7,0,77,0,0.03
2715,3893,973.25,4,3.18,0,49,0,0
2716,0,,0,4,0,39,0,0
2717,1379,459.6666667,3,3.7,0,74,0,0
2719,1156,289,4,4.3,0,20,0,0
2722,785,261.6666667,3,3.6,0,36,0,0
2723,649,649,1,3.1,0,137,1,1
2724,406,101.5,4,4.325,0,47,0,0
2725,429,429,1,2.8,0,119,1,0.99
2727,356,356,1,2.8,0,79,0,0.01
2731,2328,776,3,3.8,0,90,0,0.02
2733,508,254,2,3.7,0,158,1,1
2734,468,234,2,4.15,0,176,1,1
2735,277,138.5,2,4,0,78,0,0
2736,169,169,1,3.5,0,40,0,0.01
2737,50,50,1,3.2,0,136,1,1
2738,1500,1500,1,4.3,0,216,1,1
2739,108,108,1,3.6,0,118,1,1
2742,800,800,1,4.55,0,101,1,0.98
2743,699,699,1,3.3,0,10,0,0
2745,6000,6000,1,3,0,15,0,0.01
2746,500,500,1,3.1,0,234,1,1
2748,1500,1500,1,3.8,0,288,1,1
2749,1978,659.3333333,3,3.8,0,115,1,1
2750,934,311.3333333,3,3.766666667,0,65,0,0
2751,2285,571.25,4,4.1,0,52,0,0
2752,50,50,1,3.4,0,285,1,1
2753,5019,1673,3,4.066666667,0,168,1,0.99
2754,1136,568,2,3.85,0,307,1,1
2755,299,299,1,3.2,0,68,0,0.01
2756,0,,0,4.5,0,274,1,1
2757,888,296,3,4.16,0,157,1,1
2758,2610,1305,2,3.85,0,178,1,1
2759,1021,510.5,2,3.8,0,95,1,1
2760,0,,0,3.9,0,116,1,1
2761,0,,0,2.6,0,241,1,1
2762,199,199,1,3.65,0,52,0,0
2763,419,419,1,3.4,0,141,1,1
2764,1406,703,2,4.033333333,0,179,1,1
2766,50,50,1,3.9,0,139,1,0.99
2767,0,,0,4,0,341,1,1
2768,904,452,2,3.275,0,138,1,1
2769,910,910,1,4.7,0,240,1,1
2770,69,69,1,4.3,0,214,1,1
2771,438,219,2,3.35,0,180,1,1
2772,2547,636.75,4,3.683333333,0,91,1,0.94
2773,488,244,2,4.2,0,22,0,0
2774,7777,1944.25,4,3.425,0,85,0,0
2775,0,,0,3.8,0,45,0,0
2776,808,202,4,3.975,0,7,0,0.01
2777,50,50,1,3.8,0,278,1,1
2778,3818,1272.666667,3,3.9,0,31,0,0.01
2779,239,239,1,4.2,0,170,1,0.99
2780,149,149,1,2.7,0,4,0,0
2781,4348,1449.333333,3,3.84,0,43,0,0
2782,100,100,1,3.8,0,68,0,0
2783,169,169,1,4.6,0,339,1,1
2784,299,299,1,4.5,0,360,1,1
2785,449,449,1,3.3,0,94,1,1
2786,119,119,1,3,0,131,1,0.98
2787,367,122.3333333,3,4.4,0,150,1,1
2788,4500,4500,1,4.4,0,61,0,0
2789,0,,0,3.7,0,155,1,1
2790,1898,949,2,3.7,0,105,1,1
2791,499,499,1,3.15,0,196,1,0.99
2792,2073,691,3,3.775,0,56,0,0
2793,0,,0,4.7,0,127,1,1
2794,798,399,2,3.8,0,41,0,0
2795,7500,7500,1,3.266666667,0,146,1,1
2796,288,144,2,3.45,0,158,1,1
2797,79,79,1,4.6,0,302,1,1
2798,0,,0,4.2,0,205,1,1
2799,2264,323.4285714,7,3.575,0,101,1,0.99
2800,137,137,1,3.5,0,178,1,1
2801,7798,2599.333333,3,3.8,0,31,0,0
2802,748,249.3333333,3,3.725,0,61,0,0
2804,699,699,1,3.05,0,250,1,1
2805,210,210,1,4.55,0,38,0,0.01
2806,599,599,1,3.833333333,0,194,1,1
2808,210,210,1,2.8,0,12,0,0
2809,1606,803,2,3.6,0,138,1,1
2810,5067,1013.4,5,3.783333333,0,59,0,0
2811,429,429,1,3.75,0,62,0,0
2812,226,113,2,3.3,0,245,1,1
2813,0,,0,3.3,0,125,1,1
2814,548,274,2,3.033333333,0,169,1,1
2815,148,148,1,4.6,0,105,1,1
2816,279,279,1,3,0,58,0,0
2817,1699,1699,1,3,0,363,1,1
2818,337,337,1,4.4,0,29,0,0.01
2819,6559,3279.5,2,4.1,0,29,0,0.01
2821,4449,1483,3,4.433333333,0,216,1,0.99
2822,429,214.5,2,2.8,0,147,1,1
2823,1854,309,6,3.633333333,0,70,0,0.02
2824,0,,0,4,0,59,0,0
2825,9469,3156.333333,3,3.966666667,0,44,0,0.01
2826,378,126,3,4.266666667,0,34,0,0
2827,1300,650,2,4.05,0,51,0,0
2828,587,146.75,4,3.825,0,21,0,0.02
2829,518,259,2,4.15,0,187,1,0.99
2830,508,254,2,4.4,0,271,1,1
2831,249,249,1,3.2,0,43,0,0.01
2833,1968,984,2,3.25,0,4,0,0
2834,2064,688,3,4.066666667,0,47,0,0
2836,1256,628,2,3.466666667,0,128,1,1
2837,79,79,1,4.6,0,23,0,0.02
2838,1056,352,3,3.9,0,153,1,1
2841,708,354,2,3.95,0,48,0,0
2842,649,649,1,4,0,276,1,1
2843,728,364,2,3.45,0,133,1,0.99
2845,119,119,1,3.425,0,14,0,0
2846,0,,0,2.9,0,291,1,1
2847,355,118.3333333,3,3.55,0,77,0,0.02
2848,799,399.5,2,3.966666667,0,201,1,1
2849,108,108,1,3.9,0,356,1,1
2850,618,309,2,3.95,0,109,1,1
2851,14889,2977.8,5,4.08,0,66,0,0
2852,588,294,2,2.85,0,9,0,0
2853,408,204,2,3.6,0,115,1,1
2854,749,749,1,4.1,0,28,0,0
2855,1393,232.1666667,6,2.9,0,62,0,0
2856,9250,4625,2,3.833333333,0,64,0,0.01
2857,1899,1899,1,3.625,0,8,0,0
2858,209,209,1,4.7,0,183,1,0.99
2859,169,169,1,4.3,0,302,1,1
2860,0,,0,3.5,0,315,1,1
2861,479,479,1,3.4,0,108,1,1
2863,1417,354.25,4,3.68,0,40,0,0
2865,485,485,1,3.7,0,159,1,1
2866,999,499.5,2,3.166666667,0,147,1,1
2868,460,230,2,3.1,0,60,0,0
2869,0,,0,4.4,0,314,1,1
2870,329,329,1,4.5,0,7,0,0
2872,1050,525,2,3.75,0,122,1,1
2873,4179,2089.5,2,4.35,0,170,1,1
2874,717,239,3,3.833333333,0,13,0,0
2875,572,286,2,4.025,0,24,0,0
2876,1699,1699,1,4.1,0,318,1,1
2877,129,129,1,4.2,0,39,0,0
2878,1969,656.3333333,3,3.666666667,0,29,0,0
2879,79,79,1,3.95,0,165,1,1
2880,9200,9200,1,4.6,0,152,1,1
2881,1156,289,4,3.466666667,0,6,0,0
2882,50,50,1,2.6,0,6,0,0.02
2883,4000,4000,1,4.9,0,91,1,0.97
2884,1428,714,2,3.9,0,179,1,1
2885,66,66,1,4,0,0,0,0.01
2886,699,699,1,3.2,0,17,0,0
2887,2137,712.3333333,3,3.6,0,128,1,0.99
2888,449,449,1,5,0,156,1,1
2889,4500,4500,1,3.833333333,0,35,0,0
2890,998,332.6666667,3,3.65,0,185,1,0.98
2891,150,150,1,2.8,0,119,1,0.99
2892,686,228.6666667,3,3.833333333,0,153,1,1
2893,1498,749,2,4.6,0,52,0,0
2895,4396,879.2,5,3.88,0,56,0,0
2896,0,,0,4.5,0,65,0,0
2898,119,119,1,2.6,0,115,1,1
2899,1149,383,3,2.933333333,0,201,1,0.97
2900,777,194.25,4,3.5,0,139,1,1
2901,1768,589.3333333,3,3.76,0,86,0,0
2902,750,750,1,3.5,0,258,1,1
2903,1498,749,2,4.225,0,1,0,0
2904,448,224,2,3.4,0,285,1,1
2906,1298,432.6666667,3,3.533333333,0,183,1,1
2907,1827,609,3,3.5,0,23,0,0
2908,0,,0,3.9,0,154,1,1
2909,1906,953,2,4.333333333,0,16,0,0.01
2910,4300,2150,2,4.65,0,75,0,0.05
2911,269,134.5,2,3.8,0,90,0,0.01
2912,79,79,1,4,0,12,0,0
2913,483,120.75,4,3.95,0,156,1,0.93
2914,3975,993.75,4,3.56,0,79,0,0.01
2915,1199,1199,1,2.5,0,162,1,0.99
2916,50,50,1,5,0,89,0,0.01
2917,100,100,1,4.5,0,294,1,1
2919,1200,1200,1,3,0,135,1,1
2920,4835,1208.75,4,3.58,0,19,0,0
2921,399,399,1,3.6,0,243,1,1
2922,1509,1509,1,4.3,0,52,0,0
2923,828,414,2,3.64,0,59,0,0
2924,119,119,1,4.7,0,223,1,0.99
2925,1118,559,2,3.866666667,0,121,1,1
2927,799,799,1,3.05,0,34,0,0
2928,499,499,1,4.8,0,213,1,0.99
2929,409,409,1,4,0,273,1,1
2930,1397,465.6666667,3,4.333333333,0,23,0,0.01
2931,1528,382,4,3.675,0,24,0,0
2932,3965,1321.666667,3,3.05,0,61,0,0.01
2933,1799,1799,1,3,0,343,1,1
2934,179,179,1,4,0,185,1,1
2935,679,339.5,2,3.233333333,0,167,1,1
2936,157,157,1,4.2,0,24,0,0.02
2937,110,110,1,3.65,0,144,1,1
2938,6869,2289.666667,3,3.46,0,119,1,1
2939,10839,3613,3,3.725,0,129,1,1
2940,0,,0,3,0,72,0,0
2942,1947,649,3,3.433333333,0,12,0,0
2943,7877,1575.4,5,3.62,0,47,0,0
2944,347,115.6666667,3,4.15,0,141,1,1
2946,1873,624.3333333,3,3.55,0,168,1,1
2947,1368,684,2,3.85,0,21,0,0
2948,188,94,2,3.6,0,58,0,0
2949,299,299,1,4.4,0,45,0,0
2950,4488,1122,4,3.525,0,134,1,1
2951,828,414,2,3.5,0,178,1,1
2952,449,449,1,3.5,0,192,1,1
2953,668,334,2,3.733333333,0,97,1,1
2955,988,329.3333333,3,3.425,0,182,1,0.99
2956,1311,437,3,3.833333333,0,129,1,1
2957,169,169,1,2.7,0,22,0,0
2958,9479,4739.5,2,3.466666667,0,43,0,0.01
2959,279,279,1,2.833333333,0,88,0,0.03
2960,2187,437.4,5,3.6,0,16,0,0.01
2961,210,210,1,4.8,0,230,1,0.99
2962,649,649,1,4.1,0,24,0,0
2963,949,316.3333333,3,3.7,0,134,1,0.99
2964,0,,0,2.7,0,256,1,1
2966,329,329,1,2.7,0,202,1,1
2967,884,442,2,4.45,0,55,0,0
2968,4698,1566,3,3.3,0,53,0,0
2969,3403,680.6,5,3.9,0,43,0,0
2970,129,129,1,4.05,0,152,1,0.97
2972,119,119,1,4.15,0,84,0,0
2973,119,119,1,3.6,0,110,1,0.99
2974,78,78,1,3.45,0,44,0,0
2975,0,,0,3.55,0,35,0,0
2976,499,499,1,2.85,0,92,1,1
2977,238,119,2,4.366666667,0,52,0,0
2979,139,139,1,4.05,0,54,0,0
2980,0,,0,2.8,0,219,1,1
2981,888,444,2,4,0,27,0,0
2982,914,228.5,4,3.44,0,17,0,0.01
2983,209,104.5,2,3.8,0,249,1,1
2984,0,,0,2.7,0,56,0,0
2985,499,499,1,3.4,0,43,0,0
2986,1518,379.5,4,4.12,0,145,1,1
2987,774,387,2,3.433333333,0,113,1,1
2988,2639,1319.5,2,4.8,0,57,0,0
2989,0,,0,3.5,0,169,1,1
2990,4500,4500,1,4.3,0,3,0,0
2991,936,312,3,4.066666667,0,61,0,0
2993,638,212.6666667,3,3.525,0,97,1,1
2994,1547,309.4,5,3.74,0,1,0,0.01
2995,438,219,2,3.85,0,102,1,1
2996,4247,1415.666667,3,3.65,0,15,0,0
2997,108,108,1,3.433333333,0,65,0,0.04
2998,0,,0,3.25,0,249,1,1
2999,1648,824,2,3.65,0,237,1,0.99
3000,100,100,1,2.9,0,74,0,0
3001,1444,361,4,3.975,0,14,0,0
3003,1275,318.75,4,3.76,0,10,0,0
3004,3619,1809.5,2,4.45,0,146,1,1
3005,277,277,1,3.9,0,224,1,1
3006,368,122.6666667,3,3.75,0,15,0,0.02
3007,538,269,2,3.675,0,115,1,1
3008,179,179,1,4.05,0,84,0,0.01
3009,119,119,1,4.45,0,210,1,0.99
3010,1548,516,3,3.9,0,1,0,0
3011,249,249,1,3.6,0,58,0,0.01
3012,337,337,1,3.2,0,107,1,1
3013,0,,0,3.1,0,82,0,0
3014,4777,1592.333333,3,4.466666667,0,150,1,0.98
3015,799,799,1,3.45,0,198,1,1
3016,0,,0,3,0,238,1,1
3017,1809,904.5,2,4.45,0,35,0,0
3019,408,204,2,3.95,0,85,0,0
3020,148,148,1,3.15,0,260,1,1
3021,509,509,1,3.85,0,287,1,1
3023,1500,1500,1,2.8,0,131,1,1
3024,119,119,1,5,0,21,0,0.01
3025,99,99,1,2.5,0,17,0,0.03
3026,1787,595.6666667,3,4.1,0,68,0,0
3027,179,179,1,2.9,0,214,1,1
3028,666,333,2,4.3,0,49,0,0
3030,1818,909,2,2.95,0,145,1,0.99
3032,0,,0,4.233333333,0,54,0,0
3033,269,269,1,3.766666667,0,170,1,1
3035,4500,4500,1,4.3,0,6,0,0
3036,476,238,2,3.4,0,11,0,0
3037,1787,595.6666667,3,4.225,0,85,0,0
3038,2147,1073.5,2,3.8,0,121,1,0.99
3039,1748,582.6666667,3,3.166666667,0,209,1,0.99
3040,1009,336.3333333,3,3.3,0,34,0,0
3041,358,119.3333333,3,4.125,0,42,0,0.01
3042,368,184,2,2.85,0,29,0,0
3043,437,145.6666667,3,3.925,0,64,0,0.01
3044,1600,533.3333333,3,3.575,0,79,0,0
3045,1999,1999,1,4.2,0,326,1,0.99
3046,986,246.5,4,3.38,0,46,0,0.01
3047,200,200,1,4.3,0,177,1,1
3048,718,359,2,4.425,0,52,0,0
3049,1699,1699,1,4.1,0,34,0,0
3050,0,,0,4.2,0,202,1,1
3051,6219,3109.5,2,3.45,0,76,0,0
3052,350,175,2,3.833333333,0,41,0,0
3053,598,299,2,4.2,0,49,0,0
3054,517,258.5,2,3.025,0,72,0,0
3055,179,179,1,4.15,0,291,1,1
3056,1648,824,2,4,0,151,1,0.99
3058,0,,0,3.45,0,249,1,1
3059,429,429,1,3.833333333,0,46,0,0
3060,228,114,2,3.4,0,272,1,1
3061,0,,0,3.4,0,63,0,0
3062,318,159,2,3.766666667,0,41,0,0
3064,65,65,1,4.2,0,31,0,0.02
3065,369,369,1,3.9,0,283,1,1
3066,113,113,1,4.35,0,146,1,1
3067,100,100,1,4.6,0,296,1,1
3068,459,153,3,3.82,0,210,1,0.99
3069,269,269,1,4.45,0,179,1,1
3070,754,377,2,3.966666667,0,44,0,0.01
3071,0,,0,4.1,0,209,1,1
3072,349,174.5,2,4.15,0,133,1,1
3073,269,269,1,3.5,0,99,1,1
3074,1008,336,3,3.675,0,44,0,0
3075,1199,599.5,2,4,0,2,0,0
3076,8169,2042.25,4,3.975,0,0,0,0
3077,1999,1999,1,3.15,0,115,1,1
3078,699,699,1,3.15,0,106,1,1
3079,89,89,1,4.266666667,0,94,1,0.98
3080,129,129,1,4.8,0,82,0,0.04
3081,809,269.6666667,3,4.325,0,3,0,0
3082,299,299,1,4.7,0,174,1,1
